,price,Date
4568,4.04,2014-07-17
4569,4.08,2014-07-18
4570,3.87,2014-07-21
4571,3.81,2014-07-22
4572,3.83,2014-07-23
4573,3.83,2014-07-24
4574,3.86,2014-07-25
4575,3.84,2014-07-28
4576,3.79,2014-07-29
4577,3.78,2014-07-30
4578,3.78,2014-07-31
4579,3.77,2014-08-01
4580,3.87,2014-08-04
4581,3.87,2014-08-05
4582,3.92,2014-08-06
4583,3.99,2014-08-07
4584,3.94,2014-08-08
4585,4.0,2014-08-11
4586,3.94,2014-08-12
4587,3.9,2014-08-13
4588,3.85,2014-08-14
4589,3.8,2014-08-15
4590,3.78,2014-08-18
4591,3.84,2014-08-19
4592,3.88,2014-08-20
4593,3.88,2014-08-21
4594,3.88,2014-08-22
4595,3.94,2014-08-25
4596,3.99,2014-08-26
4597,4.02,2014-08-27
4598,4.06,2014-08-28
4599,4.04,2014-08-29
4600,not available,2014-09-01
4601,4.01,2014-09-02
4602,3.94,2014-09-03
4603,3.91,2014-09-04
4604,3.86,2014-09-05
4605,3.86,2014-09-08
4606,3.93,2014-09-09
4607,3.98,2014-09-10
4608,3.94,2014-09-11
4609,3.82,2014-09-12
4610,3.92,2014-09-15
4611,3.85,2014-09-16
4612,3.97,2014-09-17
4613,3.99,2014-09-18
4614,3.99,2014-09-19
4615,3.88,2014-09-22
4616,3.9,2014-09-23
4617,3.84,2014-09-24
4618,3.89,2014-09-25
4619,3.89,2014-09-26
4620,3.89,2014-09-29
4621,4.14,2014-09-30
4622,4.14,2014-10-01
4623,4.0,2014-10-02
4624,3.94,2014-10-03
4625,3.89,2014-10-06
4626,3.88,2014-10-07
4627,3.88,2014-10-08
4628,3.87,2014-10-09
4629,3.86,2014-10-10
4630,3.87,2014-10-13
4631,3.91,2014-10-14
4632,3.81,2014-10-15
4633,3.8,2014-10-16
4634,3.73,2014-10-17
4635,3.69,2014-10-20
4636,3.62,2014-10-21
4637,3.69,2014-10-22
4638,3.6,2014-10-23
4639,3.53,2014-10-24
4640,3.56,2014-10-27
4641,3.53,2014-10-28
4642,3.6,2014-10-29
4643,3.76,2014-10-30
4644,3.82,2014-10-31
4645,3.82,2014-11-03
4646,3.67,2014-11-04
4647,3.83,2014-11-05
4648,3.92,2014-11-06
4649,3.92,2014-11-07
4650,4.18,2014-11-10
4651,4.18,2014-11-11
4652,4.2,2014-11-12
4653,4.2,2014-11-13
4654,4.05,2014-11-14
4655,4.26,2014-11-17
4656,4.33,2014-11-18
4657,4.41,2014-11-19
4658,4.41,2014-11-20
4659,4.32,2014-11-21
4660,4.09,2014-11-24
4661,4.09,2014-11-25
4662,4.15,2014-11-26
4663,not available,2014-11-27
4664,4.3,2014-11-28
4665,4.3,2014-12-01
4666,3.77,2014-12-02
4667,3.63,2014-12-03
4668,3.63,2014-12-04
4669,3.42,2014-12-05
4670,3.42,2014-12-08
4671,3.63,2014-12-09
4672,3.65,2014-12-10
4673,3.68,2014-12-11
4674,3.91,2014-12-12
4675,3.72,2014-12-15
4676,3.58,2014-12-16
4677,3.72,2014-12-17
4678,3.71,2014-12-18
4679,3.71,2014-12-19
4680,3.05,2014-12-22
4681,2.99,2014-12-23
4682,2.99,2014-12-24
4683,not available,2014-12-25
4684,2.74,2014-12-26
4685,3.07,2014-12-29
4686,3.14,2014-12-30
4687,3.14,2014-12-31
4688,not available,2015-01-01
4689,3.01,2015-01-02
4690,3.22,2015-01-05
4691,2.98,2015-01-06
4692,3.08,2015-01-07
4693,2.92,2015-01-08
4694,2.96,2015-01-09
4695,2.9,2015-01-12
4696,2.92,2015-01-13
4697,3.15,2015-01-14
4698,3.32,2015-01-15
4699,3.11,2015-01-16
4700,not available,2015-01-19
4701,2.94,2015-01-20
4702,2.94,2015-01-21
4703,2.95,2015-01-22
4704,2.96,2015-01-23
4705,2.92,2015-01-26
4706,2.96,2015-01-27
4707,2.89,2015-01-28
4708,2.88,2015-01-29
4709,2.88,2015-01-30
4710,2.88,2015-02-02
4711,2.67,2015-02-03
4712,2.73,2015-02-04
4713,2.66,2015-02-05
4714,2.66,2015-02-06
4715,2.62,2015-02-09
4716,2.67,2015-02-10
4717,2.86,2015-02-11
4718,2.86,2015-02-12
4719,2.75,2015-02-13
4720,not available,2015-02-16
4721,2.75,2015-02-17
4722,2.92,2015-02-18
4723,2.92,2015-02-19
4724,3.02,2015-02-20
4725,3.22,2015-02-23
4726,3.22,2015-02-24
4727,3.21,2015-02-25
4728,3.21,2015-02-26
4729,2.79,2015-02-27
4730,2.79,2015-03-02
4731,3.0,2015-03-03
4732,3.27,2015-03-04
4733,3.27,2015-03-05
4734,2.89,2015-03-06
4735,2.75,2015-03-09
4736,2.76,2015-03-10
4737,2.76,2015-03-11
4738,2.82,2015-03-12
4739,2.72,2015-03-13
4740,2.68,2015-03-16
4741,2.82,2015-03-17
4742,2.8,2015-03-18
4743,2.86,2015-03-19
4744,2.86,2015-03-20
4745,2.72,2015-03-23
4746,2.79,2015-03-24
4747,2.77,2015-03-25
4748,2.77,2015-03-26
4749,2.89,2015-03-27
4750,2.64,2015-03-30
4751,2.65,2015-03-31
4752,2.62,2015-04-01
4753,2.63,2015-04-02
4754,not available,2015-04-03
4755,2.63,2015-04-06
4756,2.71,2015-04-07
4757,2.71,2015-04-08
4758,2.72,2015-04-09
4759,2.58,2015-04-10
4760,2.58,2015-04-13
4761,2.58,2015-04-14
4762,2.62,2015-04-15
4763,2.61,2015-04-16
4764,2.67,2015-04-17
4765,2.57,2015-04-20
4766,2.59,2015-04-21
4767,2.63,2015-04-22
4768,2.59,2015-04-23
4769,2.59,2015-04-24
4770,2.5,2015-04-27
4771,2.55,2015-04-28
4772,2.55,2015-04-29
4773,2.56,2015-04-30
4774,2.68,2015-05-01
4775,2.72,2015-05-04
4776,2.76,2015-05-05
4777,2.76,2015-05-06
4778,2.74,2015-05-07
4779,2.78,2015-05-08
4780,2.85,2015-05-11
4781,2.85,2015-05-12
4782,2.85,2015-05-13
4783,2.87,2015-05-14
4784,2.96,2015-05-15
4785,3.01,2015-05-18
4786,3.01,2015-05-19
4787,3.04,2015-05-20
4788,2.96,2015-05-21
4789,2.96,2015-05-22
4790,not available,2015-05-25
4791,2.82,2015-05-26
4792,2.82,2015-05-27
4793,2.78,2015-05-28
4794,2.78,2015-05-29
4795,2.78,2015-06-01
4796,2.63,2015-06-02
4797,2.65,2015-06-03
4798,2.6,2015-06-04
4799,2.6,2015-06-05
4800,2.6,2015-06-08
4801,2.72,2015-06-09
4802,2.81,2015-06-10
4803,2.88,2015-06-11
4804,2.88,2015-06-12
4805,2.89,2015-06-15
4806,2.94,2015-06-16
4807,2.93,2015-06-17
4808,2.93,2015-06-18
4809,2.81,2015-06-19
4810,2.79,2015-06-22
4811,2.83,2015-06-23
4812,2.83,2015-06-24
4813,2.8,2015-06-25
4814,2.77,2015-06-26
4815,2.77,2015-06-29
4816,2.8,2015-06-30
4817,2.78,2015-07-01
4818,2.79,2015-07-02
4819,2.79,2015-07-03
4820,2.79,2015-07-06
4821,2.77,2015-07-07
4822,2.77,2015-07-08
4823,2.7,2015-07-09
4824,2.7,2015-07-10
4825,2.88,2015-07-13
4826,2.88,2015-07-14
4827,2.93,2015-07-15
4828,2.9,2015-07-16
4829,2.88,2015-07-17
4830,2.88,2015-07-20
4831,2.84,2015-07-21
4832,2.84,2015-07-22
4833,2.92,2015-07-23
4834,2.92,2015-07-24
4835,2.92,2015-07-27
4836,2.89,2015-07-28
4837,2.91,2015-07-29
4838,2.87,2015-07-30
4839,2.76,2015-07-31
4840,2.76,2015-08-03
4841,2.83,2015-08-04
4842,2.85,2015-08-05
4843,2.76,2015-08-06
4844,2.76,2015-08-07
4845,2.85,2015-08-10
4846,2.84,2015-08-11
4847,2.93,2015-08-12
4848,2.93,2015-08-13
4849,2.83,2015-08-14
4850,2.79,2015-08-17
4851,2.71,2015-08-18
4852,2.77,2015-08-19
4853,2.77,2015-08-20
4854,2.7,2015-08-21
4855,2.65,2015-08-24
4856,2.71,2015-08-25
4857,2.73,2015-08-26
4858,2.69,2015-08-27
4859,2.69,2015-08-28
4860,2.7,2015-08-31
4861,2.7,2015-09-01
4862,2.7,2015-09-02
4863,2.67,2015-09-03
4864,2.67,2015-09-04
4865,2.67,2015-09-07
4866,2.74,2015-09-08
4867,2.74,2015-09-09
4868,2.71,2015-09-10
4869,2.67,2015-09-11
4870,2.7,2015-09-14
4871,2.74,2015-09-15
4872,2.69,2015-09-16
4873,2.69,2015-09-17
4874,2.69,2015-09-18
4875,2.61,2015-09-21
4876,2.61,2015-09-22
4877,2.62,2015-09-23
4878,2.62,2015-09-24
4879,2.6,2015-09-25
4880,2.66,2015-09-28
4881,2.57,2015-09-29
4882,2.47,2015-09-30
4883,2.37,2015-10-01
4884,2.37,2015-10-02
4885,2.34,2015-10-05
4886,2.35,2015-10-06
4887,2.35,2015-10-07
4888,2.35,2015-10-08
4889,2.49,2015-10-09
4890,2.48,2015-10-12
4891,2.47,2015-10-13
4892,2.47,2015-10-14
4893,2.54,2015-10-15
4894,2.42,2015-10-16
4895,2.43,2015-10-19
4896,2.46,2015-10-20
4897,2.37,2015-10-21
4898,2.37,2015-10-22
4899,2.28,2015-10-23
4900,2.18,2015-10-26
4901,2.14,2015-10-27
4902,2.14,2015-10-28
4903,2.15,2015-10-29
4904,1.98,2015-10-30
4905,1.92,2015-11-02
4906,1.92,2015-11-03
4907,2.04,2015-11-04
4908,2.04,2015-11-05
4909,2.19,2015-11-06
4910,2.19,2015-11-09
4911,2.14,2015-11-10
4912,2.13,2015-11-11
4913,2.05,2015-11-12
4914,2.02,2015-11-13
4915,2.02,2015-11-16
4916,2.05,2015-11-17
4917,2.1,2015-11-18
4918,2.1,2015-11-19
4919,2.18,2015-11-20
4920,2.18,2015-11-23
4921,2.14,2015-11-24
4922,2.14,2015-11-25
4923,2.14,2015-11-26
4924,2.14,2015-11-27
4925,2.11,2015-11-30
4926,2.11,2015-12-01
4927,2.19,2015-12-02
4928,2.14,2015-12-03
4929,2.1,2015-12-04
4930,2.06,2015-12-07
4931,2.01,2015-12-08
4932,2.0,2015-12-09
4933,1.95,2015-12-10
4934,1.79,2015-12-11
4935,1.7,2015-12-14
4936,1.66,2015-12-15
4937,1.7,2015-12-16
4938,1.79,2015-12-17
4939,1.74,2015-12-18
4940,1.76,2015-12-21
4941,1.73,2015-12-22
4942,1.63,2015-12-23
4943,1.63,2015-12-24
4944,1.63,2015-12-25
4945,2.11,2015-12-28
4946,2.39,2015-12-29
4947,2.28,2015-12-30
4948,2.28,2015-12-31
4949,2.28,2016-01-01
4950,2.39,2016-01-04
4951,2.33,2016-01-05
4952,2.37,2016-01-06
4953,2.35,2016-01-07
4954,2.47,2016-01-08
4955,2.54,2016-01-11
4956,2.4,2016-01-12
4957,2.28,2016-01-13
4958,2.21,2016-01-14
4959,2.18,2016-01-15
4960,2.18,2016-01-18
4961,2.23,2016-01-19
4962,2.18,2016-01-20
4963,2.22,2016-01-21
4964,2.21,2016-01-22
4965,2.16,2016-01-25
4966,2.26,2016-01-26
4967,2.26,2016-01-27
4968,2.15,2016-01-28
4969,2.28,2016-01-29
4970,2.28,2016-02-01
4971,2.07,2016-02-02
4972,2.06,2016-02-03
4973,2.07,2016-02-04
4974,2.08,2016-02-05
4975,2.23,2016-02-08
4976,2.17,2016-02-09
4977,2.16,2016-02-10
4978,2.15,2016-02-11
4979,2.08,2016-02-12
4980,2.08,2016-02-15
4981,1.95,2016-02-16
4982,1.93,2016-02-17
4983,1.89,2016-02-18
4984,1.83,2016-02-19
4985,1.86,2016-02-22
4986,1.85,2016-02-23
4987,1.85,2016-02-24
4988,1.78,2016-02-25
4989,1.78,2016-02-26
4990,1.62,2016-02-29
4991,1.57,2016-03-01
4992,1.6,2016-03-02
4993,1.59,2016-03-03
4994,1.49,2016-03-04
4995,1.56,2016-03-07
4996,1.6,2016-03-08
4997,1.61,2016-03-09
4998,1.72,2016-03-10
4999,1.74,2016-03-11
5000,1.68,2016-03-14
5001,1.81,2016-03-15
5002,1.77,2016-03-16
5003,1.84,2016-03-17
5004,1.84,2016-03-18
5005,1.79,2016-03-21
5006,1.79,2016-03-22
5007,1.79,2016-03-23
5008,1.78,2016-03-24
5009,1.78,2016-03-25
5010,1.78,2016-03-28
5011,1.77,2016-03-29
5012,1.87,2016-03-30
5013,1.98,2016-03-31
5014,1.88,2016-04-01
5015,1.96,2016-04-04
5016,1.96,2016-04-05
5017,1.91,2016-04-06
5018,1.96,2016-04-07
5019,1.99,2016-04-08
5020,1.9,2016-04-11
5021,1.97,2016-04-12
5022,2.01,2016-04-13
5023,1.93,2016-04-14
5024,1.71,2016-04-15
5025,1.76,2016-04-18
5026,1.94,2016-04-19
5027,1.94,2016-04-20
5028,1.96,2016-04-21
5029,1.92,2016-04-22
5030,1.97,2016-04-25
5031,1.97,2016-04-26
5032,1.88,2016-04-27
5033,1.88,2016-04-28
5034,1.89,2016-04-29
5035,1.91,2016-05-02
5036,1.94,2016-05-03
5037,2.03,2016-05-04
5038,2.05,2016-05-05
5039,1.86,2016-05-06
5040,2.01,2016-05-09
5041,2.01,2016-05-10
5042,2.01,2016-05-11
5043,2.01,2016-05-12
5044,1.96,2016-05-13
5045,1.91,2016-05-16
5046,1.97,2016-05-17
5047,1.91,2016-05-18
5048,1.83,2016-05-19
5049,1.81,2016-05-20
5050,1.96,2016-05-23
5051,1.91,2016-05-24
5052,1.77,2016-05-25
5053,1.77,2016-05-26
5054,1.77,2016-05-27
5055,1.77,2016-05-30
5056,2.12,2016-05-31
5057,2.25,2016-06-01
5058,2.3,2016-06-02
5059,2.31,2016-06-03
5060,2.32,2016-06-06
5061,2.32,2016-06-07
5062,2.36,2016-06-08
5063,2.34,2016-06-09
5064,2.46,2016-06-10
5065,2.55,2016-06-13
5066,2.55,2016-06-14
5067,2.62,2016-06-15
5068,2.62,2016-06-16
5069,2.59,2016-06-17
5070,2.74,2016-06-20
5071,2.79,2016-06-21
5072,2.82,2016-06-22
5073,2.69,2016-06-23
5074,2.71,2016-06-24
5075,2.79,2016-06-27
5076,2.89,2016-06-28
5077,2.94,2016-06-29
5078,2.94,2016-06-30
5079,2.89,2016-07-01
5080,2.89,2016-07-04
5081,2.82,2016-07-05
5082,2.82,2016-07-06
5083,2.78,2016-07-07
5084,2.8,2016-07-08
5085,2.88,2016-07-11
5086,2.88,2016-07-12
5087,2.81,2016-07-13
5088,2.79,2016-07-14
5089,2.7,2016-07-15
5090,2.83,2016-07-18
5091,2.83,2016-07-19
5092,2.76,2016-07-20
5093,2.76,2016-07-21
5094,2.8,2016-07-22
5095,2.8,2016-07-25
5096,2.84,2016-07-26
5097,2.84,2016-07-27
5098,2.79,2016-07-28
5099,2.97,2016-07-29
5100,2.97,2016-08-01
5101,2.79,2016-08-02
5102,2.89,2016-08-03
5103,2.89,2016-08-04
5104,2.88,2016-08-05
5105,2.85,2016-08-08
5106,2.85,2016-08-09
5107,2.76,2016-08-10
5108,2.7,2016-08-11
5109,2.7,2016-08-12
5110,2.75,2016-08-15
5111,2.75,2016-08-16
5112,2.76,2016-08-17
5113,2.75,2016-08-18
5114,2.67,2016-08-19
5115,2.75,2016-08-22
5116,2.75,2016-08-23
5117,2.82,2016-08-24
5118,2.89,2016-08-25
5119,2.91,2016-08-26
5120,2.97,2016-08-29
5121,2.95,2016-08-30
5122,2.95,2016-08-31
5123,2.95,2016-09-01
5124,2.88,2016-09-02
5125,2.88,2016-09-05
5126,2.88,2016-09-06
5127,2.77,2016-09-07
5128,2.88,2016-09-08
5129,2.93,2016-09-09
5130,3.04,2016-09-12
5131,3.04,2016-09-13
5132,3.07,2016-09-14
5133,2.98,2016-09-15
5134,2.97,2016-09-16
5135,3.0,2016-09-19
5136,3.12,2016-09-20
5137,3.19,2016-09-21
5138,3.18,2016-09-22
5139,3.06,2016-09-23
5140,3.06,2016-09-26
5141,3.09,2016-09-27
5142,3.07,2016-09-28
5143,2.98,2016-09-29
5144,2.84,2016-09-30
5145,2.84,2016-10-03
5146,2.83,2016-10-04
5147,2.83,2016-10-05
5148,3.04,2016-10-06
5149,3.02,2016-10-07
5150,3.18,2016-10-10
5151,3.17,2016-10-11
5152,3.17,2016-10-12
5153,3.16,2016-10-13
5154,3.18,2016-10-14
5155,3.21,2016-10-17
5156,3.25,2016-10-18
5157,3.18,2016-10-19
5158,3.12,2016-10-20
5159,2.92,2016-10-21
5160,2.78,2016-10-24
5161,2.69,2016-10-25
5162,2.69,2016-10-26
5163,2.72,2016-10-27
5164,2.72,2016-10-28
5165,2.85,2016-10-31
5166,2.53,2016-11-01
5167,2.53,2016-11-02
5168,2.41,2016-11-03
5169,2.2,2016-11-04
5170,2.37,2016-11-07
5171,2.34,2016-11-08
5172,2.22,2016-11-09
5173,2.08,2016-11-10
5174,2.08,2016-11-11
5175,2.26,2016-11-14
5176,2.49,2016-11-15
5177,2.49,2016-11-16
5178,2.37,2016-11-17
5179,2.6,2016-11-18
5180,2.81,2016-11-21
5181,2.73,2016-11-22
5182,2.76,2016-11-23
5183,2.76,2016-11-24
5184,2.76,2016-11-25
5185,2.96,2016-11-28
5186,3.02,2016-11-29
5187,3.32,2016-11-30
5188,3.32,2016-12-01
5189,3.44,2016-12-02
5190,3.44,2016-12-05
5191,3.75,2016-12-06
5192,3.8,2016-12-07
5193,3.68,2016-12-08
5194,3.75,2016-12-09
5195,3.6,2016-12-12
5196,3.65,2016-12-13
5197,3.55,2016-12-14
5198,3.56,2016-12-15
5199,3.51,2016-12-16
5200,3.55,2016-12-19
5201,3.39,2016-12-20
5202,3.5,2016-12-21
5203,3.5,2016-12-22
5204,3.6,2016-12-23
5205,3.6,2016-12-26
5206,3.7,2016-12-27
5207,3.7,2016-12-28
5208,3.71,2016-12-29
5209,3.71,2016-12-30
5210,3.71,2017-01-02
5211,3.41,2017-01-03
5212,3.42,2017-01-04
5213,3.42,2017-01-05
5214,3.38,2017-01-06
5215,3.14,2017-01-09
5216,3.21,2017-01-10
5217,3.27,2017-01-11
5218,3.36,2017-01-12
5219,3.36,2017-01-13
5220,3.36,2017-01-16
5221,3.37,2017-01-17
5222,3.26,2017-01-18
5223,3.25,2017-01-19
5224,3.23,2017-01-20
5225,3.16,2017-01-23
5226,3.16,2017-01-24
5227,3.26,2017-01-25
5228,3.44,2017-01-26
5229,3.31,2017-01-27
5230,3.22,2017-01-30
5231,3.0,2017-01-31
5232,3.15,2017-02-01
5233,3.13,2017-02-02
5234,3.13,2017-02-03
5235,2.92,2017-02-06
5236,3.03,2017-02-07
5237,3.05,2017-02-08
5238,3.11,2017-02-09
5239,3.11,2017-02-10
5240,2.93,2017-02-13
5241,2.85,2017-02-14
5242,2.95,2017-02-15
5243,2.88,2017-02-16
5244,2.75,2017-02-17
5245,2.75,2017-02-20
5246,2.56,2017-02-21
5247,2.52,2017-02-22
5248,2.63,2017-02-23
5249,2.63,2017-02-24
5250,2.44,2017-02-27
5251,2.54,2017-02-28
5252,2.54,2017-03-01
5253,2.59,2017-03-02
5254,2.5,2017-03-03
5255,2.68,2017-03-06
5256,2.68,2017-03-07
5257,2.59,2017-03-08
5258,2.83,2017-03-09
5259,2.98,2017-03-10
5260,3.04,2017-03-13
5261,3.02,2017-03-14
5262,3.02,2017-03-15
5263,2.84,2017-03-16
5264,2.85,2017-03-17
5265,2.93,2017-03-20
5266,3.09,2017-03-21
5267,3.02,2017-03-22
5268,2.93,2017-03-23
5269,2.97,2017-03-24
5270,2.94,2017-03-27
5271,2.95,2017-03-28
5272,3.03,2017-03-29
5273,3.08,2017-03-30
5274,3.13,2017-03-31
5275,3.13,2017-04-03
5276,3.06,2017-04-04
5277,3.22,2017-04-05
5278,3.23,2017-04-06
5279,3.23,2017-04-07
5280,3.15,2017-04-10
5281,3.11,2017-04-11
5282,2.97,2017-04-12
5283,3.0,2017-04-13
5284,3.0,2017-04-14
5285,3.09,2017-04-17
5286,3.11,2017-04-18
5287,3.11,2017-04-19
5288,3.13,2017-04-20
5289,3.06,2017-04-21
5290,3.06,2017-04-24
5291,2.99,2017-04-25
5292,3.06,2017-04-26
5293,3.13,2017-04-27
5294,3.2,2017-04-28
5295,3.2,2017-05-01
5296,3.13,2017-05-02
5297,3.14,2017-05-03
5298,3.11,2017-05-04
5299,3.1,2017-05-05
5300,3.06,2017-05-08
5301,3.03,2017-05-09
5302,3.03,2017-05-10
5303,3.23,2017-05-11
5304,3.24,2017-05-12
5305,3.26,2017-05-15
5306,3.27,2017-05-16
5307,3.27,2017-05-17
5308,3.13,2017-05-18
5309,3.11,2017-05-19
5310,3.24,2017-05-22
5311,3.22,2017-05-23
5312,3.22,2017-05-24
5313,3.1,2017-05-25
5314,3.1,2017-05-26
5315,3.1,2017-05-29
5316,3.1,2017-05-30
5317,3.05,2017-05-31
5318,3.05,2017-06-01
5319,2.85,2017-06-02
5320,2.92,2017-06-05
5321,2.92,2017-06-06
5322,3.06,2017-06-07
5323,2.98,2017-06-08
5324,3.03,2017-06-09
5325,3.12,2017-06-12
5326,3.12,2017-06-13
5327,2.95,2017-06-14
5328,2.94,2017-06-15
5329,3.01,2017-06-16
5330,2.87,2017-06-19
5331,2.91,2017-06-20
5332,2.91,2017-06-21
5333,2.88,2017-06-22
5334,2.89,2017-06-23
5335,2.98,2017-06-26
5336,2.99,2017-06-27
5337,3.03,2017-06-28
5338,3.07,2017-06-29
5339,2.98,2017-06-30
5340,2.98,2017-07-03
5341,2.98,2017-07-04
5342,2.98,2017-07-05
5343,2.89,2017-07-06
5344,2.91,2017-07-07
5345,2.92,2017-07-10
5346,2.98,2017-07-11
5347,3.01,2017-07-12
5348,2.96,2017-07-13
5349,2.94,2017-07-14
5350,3.04,2017-07-17
5351,3.11,2017-07-18
5352,3.11,2017-07-19
5353,3.12,2017-07-20
5354,3.06,2017-07-21
5355,2.99,2017-07-24
5356,2.99,2017-07-25
5357,2.92,2017-07-26
5358,2.95,2017-07-27
5359,2.96,2017-07-28
5360,2.87,2017-07-31
5361,2.8,2017-08-01
5362,2.8,2017-08-02
5363,2.76,2017-08-03
5364,2.76,2017-08-04
5365,2.8,2017-08-07
5366,2.81,2017-08-08
5367,2.81,2017-08-09
5368,2.89,2017-08-10
5369,2.96,2017-08-11
5370,3.02,2017-08-14
5371,2.96,2017-08-15
5372,2.94,2017-08-16
5373,2.91,2017-08-17
5374,2.9,2017-08-18
5375,3.0,2017-08-21
5376,3.0,2017-08-22
5377,2.94,2017-08-23
5378,2.97,2017-08-24
5379,2.93,2017-08-25
5380,2.95,2017-08-28
5381,2.95,2017-08-29
5382,2.95,2017-08-30
5383,2.92,2017-08-31
5384,2.88,2017-09-01
5385,2.88,2017-09-04
5386,2.88,2017-09-05
5387,2.98,2017-09-06
5388,2.92,2017-09-07
5389,2.88,2017-09-08
5390,2.88,2017-09-11
5391,2.88,2017-09-12
5392,3.02,2017-09-13
5393,3.03,2017-09-14
5394,3.0,2017-09-15
5395,3.11,2017-09-18
5396,3.18,2017-09-19
5397,3.13,2017-09-20
5398,3.11,2017-09-21
5399,2.93,2017-09-22
5400,2.96,2017-09-25
5401,2.96,2017-09-26
5402,2.98,2017-09-27
5403,2.96,2017-09-28
5404,2.94,2017-09-29
5405,2.94,2017-10-02
5406,2.73,2017-10-03
5407,2.8,2017-10-04
5408,2.8,2017-10-05
5409,2.93,2017-10-06
5410,2.87,2017-10-09
5411,2.89,2017-10-10
5412,2.89,2017-10-11
5413,2.95,2017-10-12
5414,2.99,2017-10-13
5415,2.87,2017-10-16
5416,2.88,2017-10-17
5417,2.81,2017-10-18
5418,2.83,2017-10-19
5419,2.8,2017-10-20
5420,2.95,2017-10-23
5421,2.95,2017-10-24
5422,2.98,2017-10-25
5423,2.91,2017-10-26
5424,2.78,2017-10-27
5425,2.94,2017-10-30
5426,2.84,2017-10-31
5427,2.68,2017-11-01
5428,2.68,2017-11-02
5429,2.75,2017-11-03
5430,3.01,2017-11-06
5431,3.07,2017-11-07
5432,3.16,2017-11-08
5433,3.18,2017-11-09
5434,3.17,2017-11-10
5435,3.13,2017-11-13
5436,3.06,2017-11-14
5437,3.16,2017-11-15
5438,3.09,2017-11-16
5439,3.04,2017-11-17
5440,3.04,2017-11-20
5441,3.05,2017-11-21
5442,3.05,2017-11-22
5443,3.05,2017-11-23
5444,3.05,2017-11-24
5445,2.88,2017-11-27
5446,2.88,2017-11-28
5447,3.06,2017-11-29
5448,3.06,2017-11-30
5449,2.84,2017-12-01
5450,2.91,2017-12-04
5451,2.86,2017-12-05
5452,2.86,2017-12-06
5453,2.81,2017-12-07
5454,2.78,2017-12-08
5455,2.81,2017-12-11
5456,2.87,2017-12-12
5457,2.87,2017-12-13
5458,2.69,2017-12-14
5459,2.6,2017-12-15
5460,2.71,2017-12-18
5461,2.75,2017-12-19
5462,2.72,2017-12-20
5463,2.64,2017-12-21
5464,2.63,2017-12-22
5465,not available,2017-12-25
5466,2.68,2017-12-26
5467,2.76,2017-12-27
5468,2.97,2017-12-28
5469,3.69,2017-12-29
5470,not available,2018-01-01
5471,6.24,2018-01-02
5472,6.24,2018-01-03
5473,4.65,2018-01-04
5474,not available,2018-01-05
5475,2.89,2018-01-08
5476,2.93,2018-01-09
5477,3.16,2018-01-10
5478,3.16,2018-01-11
5479,4.06,2018-01-12
5480,not available,2018-01-15
5481,5.46,2018-01-16
5482,3.92,2018-01-17
5483,3.92,2018-01-18
5484,3.2,2018-01-19
5485,3.13,2018-01-22
5486,3.35,2018-01-23
5487,3.54,2018-01-24
5488,3.54,2018-01-25
5489,3.58,2018-01-26
5490,3.6,2018-01-29
5491,3.6,2018-01-30
5492,3.34,2018-01-31
5493,3.06,2018-02-01
5494,2.91,2018-02-02
5495,2.85,2018-02-05
5496,2.75,2018-02-06
5497,2.74,2018-02-07
5498,2.74,2018-02-08
5499,2.66,2018-02-09
5500,2.6,2018-02-12
5501,2.58,2018-02-13
5502,2.53,2018-02-14
5503,2.49,2018-02-15
5504,2.49,2018-02-16
5505,not available,2018-02-19
5506,2.61,2018-02-20
5507,2.65,2018-02-21
5508,2.65,2018-02-22
5509,2.58,2018-02-23
5510,2.6,2018-02-26
5511,2.59,2018-02-27
5512,2.66,2018-02-28
5513,2.67,2018-03-01
5514,2.67,2018-03-02
5515,2.7,2018-03-05
5516,2.7,2018-03-06
5517,2.8,2018-03-07
5518,2.8,2018-03-08
5519,2.71,2018-03-09
5520,2.78,2018-03-12
5521,2.76,2018-03-13
5522,2.69,2018-03-14
5523,2.7,2018-03-15
5524,2.62,2018-03-16
5525,2.62,2018-03-19
5526,2.71,2018-03-20
5527,2.74,2018-03-21
5528,2.62,2018-03-22
5529,2.58,2018-03-23
5530,2.63,2018-03-26
5531,2.6,2018-03-27
5532,2.64,2018-03-28
5533,2.81,2018-03-29
5534,not available,2018-03-30
5535,2.75,2018-04-02
5536,2.75,2018-04-03
5537,2.81,2018-04-04
5538,2.81,2018-04-05
5539,2.81,2018-04-06
5540,2.78,2018-04-09
5541,2.78,2018-04-10
5542,2.74,2018-04-11
5543,2.76,2018-04-12
5544,2.82,2018-04-13
5545,2.88,2018-04-16
5546,2.84,2018-04-17
5547,2.85,2018-04-18
5548,2.8,2018-04-19
5549,2.78,2018-04-20
5550,2.78,2018-04-23
5551,2.79,2018-04-24
5552,2.81,2018-04-25
5553,2.81,2018-04-26
5554,2.82,2018-04-27
5555,2.75,2018-04-30
5556,2.75,2018-05-01
5557,2.77,2018-05-02
5558,2.75,2018-05-03
5559,2.75,2018-05-04
5560,2.74,2018-05-07
5561,2.77,2018-05-08
5562,2.75,2018-05-09
5563,2.78,2018-05-10
5564,2.75,2018-05-11
5565,2.84,2018-05-14
5566,2.83,2018-05-15
5567,2.85,2018-05-16
